지역,연월,인구수,화물차수
서울특별시 강동구,202602,497345,37646
서울특별시 강동구,202603,497089,37167
서울특별시 강동구,202604,496781,38917
서울특별시 강동구,202605,496406,40033
서울특별시 강동구,202606,496380,38402
서울특별시 강동구,202607,496076,40114
서울특별시 강북구,202307,288716,13343
서울특별시 강북구,202308,288300,13204
서울특별시 강북구,202309,287887,13186
서울특별시 강북구,202310,287244,13700
서울특별시 강북구,202311,286596,13517
서울특별시 강북구,202312,285969,13201
서울특별시 강북구,202401,285352,13499
서울특별시 강북구,202402,284899,13615
서울특별시 강북구,202403,284259,13200
서울특별시 강북구,202404,283761,13646
서울특별시 강북구,202405,283394,13439
서울특별시 강북구,202406,282905,13774
서울특별시 강북구,202407,282440,13524
서울특별시 강북구,202408,282057,13457
서울특별시 강북구,202409,282185,13263
서울특별시 강북구,202410,282201,13453
서울특별시 강북구,202411,281856,13503
서울특별시 강북구,202412,281508,13860
서울특별시 강북구,202501,281200,13330
서울특별시 강북구,202502,281107,13620
서울특별시 강북구,202503,280704,13559
서울특별시 강북구,202504,280090,14141
서울특별시 강북구,202505,279500,13578
서울특별시 강북구,202506,279166,13808
서울특별시 강북구,202507,278697,13474
서울특별시 강북구,202508,278418,13900
서울특별시 강북구,202509,277945,13606
서울특별시 강북구,202510,277544,13518
서울특별시 강북구,202511,277163,13819
서울특별시 강북구,202512,276904,13733
서울특별시 강북구,202601,276750,13950
서울특별시 강북구,202602,276794,13928
서울특별시 강북구,202603,276786,13760
서울특별시 강북구,202604,276525,13926
서울특별시 강북구,202605,276321,14107
서울특별시 강북구,202606,276056,13971
서울특별시 강북구,202607,275687,13836
서울특별시 강서구,202307,563189,74064
서울특별시 강서구,202308,562035,74301
서울특별시 강서구,202309,561187,73223
서울특별시 강서구,202310,560547,71866
서울특별시 강서구,202311,560412,73241
서울특별시 강서구,202312,559884,72394
서울특별시 강서구,202401,559405,73556
서울특별시 강서구,202402,558886,72413
서울특별시 강서구,202403,558203,70921
서울특별시 강서구,202404,557503,70934
서울특별시 강서구,202405,556896,71653
서울특별시 강서구,202406,556123,70127
서울특별시 강서구,202407,555417,71924
서울특별시 강서구,202408,554781,71651
서울특별시 강서구,202409,554445,70643
서울특별시 강서구,202410,554450,70008
서울특별시 강서구,202411,553851,70159
서울특별시 강서구,202412,552926,68104
서울특별시 강서구,202501,552277,69414
서울특별시 강서구,202502,551310,69607
서울특별시 강서구,202503,550765,68469
서울특별시 강서구,202504,549966,67507
서울특별시 강서구,202505,549246,68465
서울특별시 강서구,202506,548688,68170
서울특별시 강서구,202507,548664,68062
서울특별시 강서구,202508,548060,67243
서울특별시 강서구,202509,547496,68726
서울특별시 강서구,202510,547103,67741
서울특별시 강서구,202511,546806,66412
서울특별시 강서구,202512,546594,68060
서울특별시 강서구,202601,546456,65119
서울특별시 강서구,202602,545970,66365
서울특별시 강서구,202603,545913,66425
서울특별시 강서구,202604,545653,65767
서울특별시 강서구,202605,545570,65113
서울특별시 강서구,202606,545470,66492
서울특별시 강서구,202607,545212,64609
서울특별시 관악구,202307,483158,21019
서울특별시 관악구,202308,482522,20942
서울특별시 관악구,202309,481717,21164
서울특별시 관악구,202310,480552,21179
서울특별시 관악구,202311,479285,20908
서울특별시 관악구,202312,478586,21276
서울특별시 관악구,202401,478513,20543
서울특별시 관악구,202402,478462,20482
서울특별시 관악구,202403,478581,20910
서울특별시 관악구,202404,478342,20981
서울특별시 관악구,202405,478061,20983
서울특별시 관악구,202406,477770,21081
서울특별시 관악구,202407,477257,20847
서울특별시 관악구,202408,476872,20780
서울특별시 관악구,202409,476395,20681
서울특별시 관악구,202410,475580,20962
서울특별시 관악구,202411,474719,20771
서울특별시 관악구,202412,474400,21096
서울특별시 관악구,202501,474542,21335
서울특별시 관악구,202502,475299,21050
서울특별시 관악구,202503,475666,20786
서울특별시 관악구,202504,475781,20773
서울특별시 관악구,202505,475784,20786
서울특별시 관악구,202506,475938,20732
서울특별시 관악구,202507,475920,21267
서울특별시 관악구,202508,475742,20933
서울특별시 관악구,202509,475490,20815
서울특별시 관악구,202510,474982,20546
서울특별시 관악구,202511,474472,20346
서울특별시 관악구,202512,474281,20545
서울특별시 관악구,202601,474352,20643
서울특별시 관악구,202602,474921,20236
서울특별시 관악구,202603,475220,21044
서울특별시 관악구,202604,474894,20413
서울특별시 관악구,202605,474898,20254
서울특별시 관악구,202606,474566,20652
서울특별시 관악구,202607,474250,20463
서울특별시 광진구,202307,333563,8054
서울특별시 광진구,202308,333863,8057
서울특별시 광진구,202309,334067,8301
서울특별시 광진구,202310,333826,8248
서울특별시 광진구,202311,333295,8412
서울특별시 광진구,202312,333004,8243
서울특별시 광진구,202401,332794,8370
서울특별시 광진구,202402,332660,8262
서울특별시 광진구,202403,332567,8254
서울특별시 광진구,202404,332260,8309
서울특별시 광진구,202405,331867,8371
서울특별시 광진구,202406,331595,8463
서울특별시 광진구,202407,331381,8524
서울특별시 광진구,202408,331167,8399
서울특별시 광진구,202409,330853,8628
서울특별시 광진구,202410,330460,8597
서울특별시 광진구,202411,330074,8423
서울특별시 광진구,202412,329478,8595
서울특별시 광진구,202501,329105,8516
서울특별시 광진구,202502,328944,8775
서울특별시 광진구,202503,329458,8680
서울특별시 광진구,202504,330036,8517
서울특별시 광진구,202505,330455,8601
서울특별시 광진구,202506,330667,8849
서울특별시 광진구,202507,330424,8679
서울특별시 광진구,202508,330098,8654
서울특별시 광진구,202509,329689,8690
서울특별시 광진구,202510,329457,8886
서울특별시 광진구,202511,329122,8661
서울특별시 광진구,202512,328817,8978
서울특별시 광진구,202601,328601,8688
서울특별시 광진구,202602,328772,8878
서울특별시 광진구,202603,328807,8857
서울특별시 광진구,202604,328723,8941
서울특별시 광진구,202605,328823,8781
서울특별시 광진구,202606,328599,9112
서울특별시 광진구,202607,328497,8927
서울특별시 구로구,202307,392689,35010
서울특별시 구로구,202308,392323,34667
서울특별시 구로구,202309,391897,34104
서울특별시 구로구,202310,391457,33959
서울특별시 구로구,202311,390953,34176
서울특별시 구로구,202312,390393,34970
서울특별시 구로구,202401,390302,34928
서울특별시 구로구,202402,389658,34342
서울특별시 구로구,202403,389383,34720
서울특별시 구로구,202404,388960,34439
서울특별시 구로구,202405,388511,34866
서울특별시 구로구,202406,388162,34386
서울특별시 구로구,202407,387847,34820
서울특별시 구로구,202408,387564,34414
서울특별시 구로구,202409,387418,34705
서울특별시 구로구,202410,386865,33986
서울특별시 구로구,202411,386413,34262
서울특별시 구로구,202412,386127,34436
서울특별시 구로구,202501,385489,34002
서울특별시 구로구,202502,384852,34341
서울특별시 구로구,202503,384522,34686
서울특별시 구로구,202504,384384,34590
서울특별시 구로구,202505,384217,33727
서울특별시 구로구,202506,384040,33842
서울특별시 구로구,202507,383802,34179
서울특별시 구로구,202508,383564,34465
서울특별시 구로구,202509,383253,33845
서울특별시 구로구,202510,383061,33979
서울특별시 구로구,202511,382532,33563
서울특별시 구로구,202512,381875,33997
서울특별시 구로구,202601,381281,33904
서울특별시 구로구,202602,380865,33397
서울특별시 구로구,202603,380911,33917
서울특별시 구로구,202604,380796,33212
서울특별시 구로구,202605,380746,34098
서울특별시 구로구,202606,380728,34470
서울특별시 구로구,202607,380635,34406
서울특별시 금천구,202307,227613,18270
서울특별시 금천구,202308,227384,18420
서울특별시 금천구,202309,227142,18326
서울특별시 금천구,202310,226867,18145
서울특별시 금천구,202311,226259,18768
서울특별시 금천구,202312,226046,18696
서울특별시 금천구,202401,226026,19003
서울특별시 금천구,202402,225847,18547
서울특별시 금천구,202403,225757,18431
서울특별시 금천구,202404,225563,18595
서울특별시 금천구,202405,225434,18518
서울특별시 금천구,202406,225289,18977
서울특별시 금천구,202407,225152,18866
서울특별시 금천구,202408,224918,18632
서울특별시 금천구,202409,224638,18788
서울특별시 금천구,202410,224384,19003
서울특별시 금천구,202411,224020,18742
서울특별시 금천구,202412,223809,19016
서울특별시 금천구,202501,223581,19125
서울특별시 금천구,202502,223083,19060
서울특별시 금천구,202503,223101,19650
서울특별시 금천구,202504,223120,19158
서울특별시 금천구,202505,222985,18937
서울특별시 금천구,202506,222792,19636
서울특별시 금천구,202507,222499,19066
서울특별시 금천구,202508,222332,18994
서울특별시 금천구,202509,222342,19284
서울특별시 금천구,202510,222349,19106
서울특별시 금천구,202511,222302,19542
서울특별시 금천구,202512,222111,19299
서울특별시 금천구,202601,221840,19207
서울특별시 금천구,202602,221639,19147
서울특별시 금천구,202603,221554,18933
서울특별시 금천구,202604,221562,19184
서울특별시 금천구,202605,221491,19494
서울특별시 금천구,202606,221350,19501
서울특별시 금천구,202607,221274,19223
서울특별시 노원구,202307,497712,17010
서울특별시 노원구,202308,497523,17301
서울특별시 노원구,202309,497613,16999
서울특별시 노원구,202310,497210,16924
서울특별시 노원구,202311,496615,16707
서울특별시 노원구,202312,495867,17124
서울특별시 노원구,202401,494907,17004
서울특별시 노원구,202402,494769,16846
서울특별시 노원구,202403,494727,16704
서울특별시 노원구,202404,494076,16699
서울특별시 노원구,202405,493521,17072
서울특별시 노원구,202406,492859,16560
서울특별시 노원구,202407,492114,16547
서울특별시 노원구,202408,491548,16699
서울특별시 노원구,202409,491169,16841
서울특별시 노원구,202410,490265,16736
서울특별시 노원구,202411,489783,16750
서울특별시 노원구,202412,488972,16516
서울특별시 노원구,202501,488000,16360
서울특별시 노원구,202502,487400,16497
서울특별시 노원구,202503,487552,16673
서울특별시 노원구,202504,486731,16183
서울특별시 노원구,202505,485798,16555
서울특별시 노원구,202506,484946,16481
서울특별시 노원구,202507,483894,16510
서울특별시 노원구,202508,483185,16561
서울특별시 노원구,202509,483258,16557
서울특별시 노원구,202510,483044,16263
서울특별시 노원구,202511,482482,16199
서울특별시 노원구,202512,481373,16307
서울특별시 노원구,202601,480303,16399
서울특별시 노원구,202602,480143,16422
서울특별시 노원구,202603,480352,15849
서울특별시 노원구,202604,479965,15838
서울특별시 노원구,202605,479447,16437
서울특별시 노원구,202606,478907,16145
서울특별시 노원구,202607,478395,16453
서울특별시 도봉구,202307,306514,30787
서울특별시 도봉구,202308,306057,30443
서울특별시 도봉구,202309,305826,31239
서울특별시 도봉구,202310,305575,30524
서울특별시 도봉구,202311,305080,31089
서울특별시 도봉구,202312,304991,30503
서울특별시 도봉구,202401,304768,30628
서울특별시 도봉구,202402,304595,29165
서울특별시 도봉구,202403,304417,29788
서울특별시 도봉구,202404,304128,29580
서울특별시 도봉구,202405,303730,30159
서울특별시 도봉구,202406,303473,28974
서울특별시 도봉구,202407,303159,29455
서울특별시 도봉구,202408,302728,28912
서울특별시 도봉구,202409,302333,28783
서울특별시 도봉구,202410,302028,28670
서울특별시 도봉구,202411,301532,28366
서울특별시 도봉구,202412,301311,28201
서울특별시 도봉구,202501,301138,28902
서울특별시 도봉구,202502,300799,28612
서울특별시 도봉구,202503,300636,28285
서울특별시 도봉구,202504,300302,27720
서울특별시 도봉구,202505,299986,28022
서울특별시 도봉구,202506,299668,27562
서울특별시 도봉구,202507,299290,27513
서울특별시 도봉구,202508,299011,27361
서울특별시 도봉구,202509,298958,27550
서울특별시 도봉구,202510,298776,26763
서울특별시 도봉구,202511,298466,27823
서울특별시 도봉구,202512,298089,26256
서울특별시 도봉구,202601,297739,27063
서울특별시 도봉구,202602,297508,26458
서울특별시 도봉구,202603,297295,26417
서울특별시 도봉구,202604,297059,26167
서울특별시 도봉구,202605,296797,26296
서울특별시 도봉구,202606,296457,25817
서울특별시 도봉구,202607,296296,25939
서울특별시 동대문구,202307,336309,42852
서울특별시 동대문구,202308,337996,43660
서울특별시 동대문구,202309,338937,42520
서울특별시 동대문구,202310,339242,43819
서울특별시 동대문구,202311,339073,44115
서울특별시 동대문구,202312,338731,43840
서울특별시 동대문구,202401,338577,43162
서울특별시 동대문구,202402,339198,44128
서울특별시 동대문구,202403,339578,44343
서울특별시 동대문구,202404,339581,45200
서울특별시 동대문구,202405,339278,45342
서울특별시 동대문구,202406,338952,45468
서울특별시 동대문구,202407,338705,44707
서울특별시 동대문구,202408,338520,46071
서울특별시 동대문구,202409,338311,45234
서울특별시 동대문구,202410,338018,45461
서울특별시 동대문구,202411,337262,45846
서울특별시 동대문구,202412,336395,46568
서울특별시 동대문구,202501,336499,46126
서울특별시 동대문구,202502,338401,45681
서울특별시 동대문구,202503,339924,46913
서울특별시 동대문구,202504,340023,46084
서울특별시 동대문구,202505,339986,46728
서울특별시 동대문구,202506,340066,46412
서울특별시 동대문구,202507,341431,46335
서울특별시 동대문구,202508,342246,47214
서울특별시 동대문구,202509,342366,47258
서울특별시 동대문구,202510,342157,48149
서울특별시 동대문구,202511,341992,46948
서울특별시 동대문구,202512,344015,47718
서울특별시 동대문구,202601,346426,48053
서울특별시 동대문구,202602,348210,48785
서울특별시 동대문구,202603,349373,48572
서울특별시 동대문구,202604,349491,48124
서울특별시 동대문구,202605,350153,48634
서울특별시 동대문구,202606,350718,49213
서울특별시 동대문구,202607,350942,49829
서울특별시 동작구,202307,377845,29350
서울특별시 동작구,202308,377772,28874
서울특별시 동작구,202309,377452,28573
서울특별시 동작구,202310,377019,29133
서울특별시 동작구,202311,376622,29195
서울특별시 동작구,202312,376201,28880
서울특별시 동작구,202401,375796,28663
서울특별시 동작구,202402,375702,29529
서울특별시 동작구,202403,376065,29379
서울특별시 동작구,202404,376296,29247
서울특별시 동작구,202405,375941,29146
서울특별시 동작구,202406,375714,29626
서울특별시 동작구,202407,375344,29491
서울특별시 동작구,202408,374830,29548
서울특별시 동작구,202409,374537,29591
서울특별시 동작구,202410,374139,30511
서울특별시 동작구,202411,373818,29779
서울특별시 동작구,202412,373183,30127
서울특별시 동작구,202501,372843,30649
서울특별시 동작구,202502,373033,30541
서울특별시 동작구,202503,372956,30911
서울특별시 동작구,202504,372578,30063
서울특별시 동작구,202505,372288,30069
서울특별시 동작구,202506,372221,30804
서울특별시 동작구,202507,371656,30076
서울특별시 동작구,202508,371361,31175
서울특별시 동작구,202509,370882,30781
서울특별시 동작구,202510,370618,30459
서울특별시 동작구,202511,370179,30994
서울특별시 동작구,202512,369510,31615
서울특별시 동작구,202601,369347,30957
서울특별시 동작구,202602,369340,31189
서울특별시 동작구,202603,369835,31975
서울특별시 동작구,202604,369852,31582
서울특별시 동작구,202605,369929,32044
서울특별시 동작구,202606,369604,31666
서울특별시 동작구,202607,369156,31652
서울특별시 마포구,202307,361718,8660
서울특별시 마포구,202308,361314,8656
서울특별시 마포구,202309,361018,8597
서울특별시 마포구,202310,360772,8781
서울특별시 마포구,202311,360623,8683
서울특별시 마포구,202312,360473,8636
서울특별시 마포구,202401,360464,8612
서울특별시 마포구,202402,360409,8601
서울특별시 마포구,202403,360440,8774
서울특별시 마포구,202404,360235,8682
서울특별시 마포구,202405,359972,8761
서울특별시 마포구,202406,359835,8761
서울특별시 마포구,202407,359793,8634
서울특별시 마포구,202408,359643,8696
서울특별시 마포구,202409,359398,8892
서울특별시 마포구,202410,358903,8653
서울특별시 마포구,202411,358672,8838
서울특별시 마포구,202412,358250,9014
서울특별시 마포구,202501,357836,8857
서울특별시 마포구,202502,357633,8838
서울특별시 마포구,202503,357394,8774
서울특별시 마포구,202504,357032,8824
서울특별시 마포구,202505,356715,9015
서울특별시 마포구,202506,356530,8812
서울특별시 마포구,202507,356055,9044
서울특별시 마포구,202508,355957,9066
서울특별시 마포구,202509,355688,8892
서울특별시 마포구,202510,355484,8772
서울특별시 마포구,202511,355095,9020
서울특별시 마포구,202512,354616,8892
서울특별시 마포구,202601,354230,9186
서울특별시 마포구,202602,354161,8999
서울특별시 마포구,202603,353997,9006
서울특별시 마포구,202604,353917,9073
서울특별시 마포구,202605,353898,9014
서울특별시 마포구,202606,353527,9070
서울특별시 마포구,202607,353204,9271
서울특별시 서대문구,202307,305248,28595
서울특별시 서대문구,202308,305042,28430
서울특별시 서대문구,202309,304821,29553
서울특별시 서대문구,202310,304359,29495
서울특별시 서대문구,202311,303982,29258
서울특별시 서대문구,202312,303630,29901
서울특별시 서대문구,202401,303252,29668
서울특별시 서대문구,202402,303314,29167
서울특별시 서대문구,202403,303399,29765
서울특별시 서대문구,202404,303423,30163
서울특별시 서대문구,202405,303104,30352
서울특별시 서대문구,202406,302769,30505
서울특별시 서대문구,202407,302471,30886
서울특별시 서대문구,202408,302199,31694
서울특별시 서대문구,202409,301944,30923
서울특별시 서대문구,202410,301382,31960
서울특별시 서대문구,202411,300931,32492
서울특별시 서대문구,202412,300334,32202
서울특별시 서대문구,202501,299791,32444
서울특별시 서대문구,202502,299599,32574
서울특별시 서대문구,202503,299436,32416
서울특별시 서대문구,202504,299110,33118
서울특별시 서대문구,202505,298805,33763
서울특별시 서대문구,202506,298524,33583
서울특별시 서대문구,202507,298595,33796
서울특별시 서대문구,202508,298608,33351
서울특별시 서대문구,202509,298601,33649
서울특별시 서대문구,202510,298454,33955
서울특별시 서대문구,202511,298223,33968
서울특별시 서대문구,202512,297775,34037
서울특별시 서대문구,202601,297580,34452
서울특별시 서대문구,202602,297813,34847
서울특별시 서대문구,202603,298233,35111
서울특별시 서대문구,202604,298046,35781
서울특별시 서대문구,202605,297895,34328
서울특별시 서대문구,202606,297475,35459
서울특별시 서대문구,202607,297212,35442
서울특별시 서초구,202307,400240,26017
서울특별시 서초구,202308,400142,26017
서울특별시 서초구,202309,401983,25855
서울특별시 서초구,202310,403466,26155
서울특별시 서초구,202311,403728,25976
서울특별시 서초구,202312,403311,26084
서울특별시 서초구,202401,403381,25841
서울특별시 서초구,202402,403632,26486
서울특별시 서초구,202403,403486,26133
서울특별시 서초구,202404,403235,26824
서울특별시 서초구,202405,402960,26432
서울특별시 서초구,202406,403054,25633
서울특별시 서초구,202407,403283,25736
서울특별시 서초구,202408,403560,26023
서울특별시 서초구,202409,403805,25939
서울특별시 서초구,202410,404365,26259
서울특별시 서초구,202411,404112,26191
서울특별시 서초구,202412,404101,26301
서울특별시 서초구,202501,404080,25960
서울특별시 서초구,202502,404005,26109
서울특별시 서초구,202503,403740,26299
서울특별시 서초구,202504,403561,26348
서울특별시 서초구,202505,403335,26415
서울특별시 서초구,202506,403331,26336
서울특별시 서초구,202507,405213,26889
서울특별시 서초구,202508,407207,26407
서울특별시 서초구,202509,408310,26629
서울특별시 서초구,202510,409057,26454
서울특별시 서초구,202511,409356,26200
서울특별시 서초구,202512,410350,26052
서울특별시 서초구,202601,411346,25983
서울특별시 서초구,202602,411632,26173
서울특별시 서초구,202603,411494,26199
서울특별시 서초구,202604,410939,26271
서울특별시 서초구,202605,410422,26487
서울특별시 서초구,202606,410318,26672
서울특별시 서초구,202607,410544,26805
서울특별시 성동구,202307,276918,34948
서울특별시 성동구,202308,276542,34840
서울특별시 성동구,202309,276169,35556
서울특별시 성동구,202310,275835,35731
서울특별시 성동구,202311,275498,35388
서울특별시 성동구,202312,275163,35308
서울특별시 성동구,202401,274893,35885
서울특별시 성동구,202402,274757,35289
서울특별시 성동구,202403,274765,35591
서울특별시 성동구,202404,274664,35400
서울특별시 성동구,202405,274581,35926
서울특별시 성동구,202406,274398,36538
서울특별시 성동구,202407,273997,36611
서울특별시 성동구,202408,273594,36370
서울특별시 성동구,202409,273206,36215
서울특별시 성동구,202410,272807,37416
서울특별시 성동구,202411,272158,36776
서울특별시 성동구,202412,271522,37621
서울특별시 성동구,202501,271416,36277
서울특별시 성동구,202502,271455,37318
서울특별시 성동구,202503,271419,37214
서울특별시 성동구,202504,271267,38070
서울특별시 성동구,202505,271195,37396
서울특별시 성동구,202506,271090,37482
서울특별시 성동구,202507,270887,37444
서울특별시 성동구,202508,271455,38330
서울특별시 성동구,202509,272120,37963
서울특별시 성동구,202510,272345,37633
서울특별시 성동구,202511,272459,37758
서울특별시 성동구,202512,272565,38583
서울특별시 성동구,202601,272673,37773
서울특별시 성동구,202602,272835,39148
서울특별시 성동구,202603,273084,38584
서울특별시 성동구,202604,272909,39376
서울특별시 성동구,202605,272700,39030
서울특별시 성동구,202606,272528,39404
서울특별시 성동구,202607,272352,38658
서울특별시 성북구,202307,425579,20160
서울특별시 성북구,202308,425199,20700
서울특별시 성북구,202309,424759,21414
서울특별시 성북구,202310,424029,21156
서울특별시 성북구,202311,423395,21678
서울특별시 성북구,202312,422728,22146
서울특별시 성북구,202401,422053,21942
서울특별시 성북구,202402,421995,22109
서울특별시 성북구,202403,422042,23005
서울특별시 성북구,202404,421821,22787
서울특별시 성북구,202405,421484,23366
서울특별시 성북구,202406,421357,23493
서울특별시 성북구,202407,421011,23976
서울특별시 성북구,202408,420920,24612
서울특별시 성북구,202409,420609,24634
서울특별시 성북구,202410,419952,24598
서울특별시 성북구,202411,419391,25454
서울특별시 성북구,202412,418793,25252
서울특별시 성북구,202501,417931,25560
서울특별시 성북구,202502,417807,26360
서울특별시 성북구,202503,417619,25860
서울특별시 성북구,202504,418842,26605
서울특별시 성북구,202505,420309,26943
서울특별시 성북구,202506,421298,27393
서울특별시 성북구,202507,421532,28096
서울특별시 성북구,202508,421423,27463
서울특별시 성북구,202509,421301,28407
서울특별시 성북구,202510,421029,28685
서울특별시 성북구,202511,420676,28784
서울특별시 성북구,202512,419929,29889
서울특별시 성북구,202601,419522,29273
서울특별시 성북구,202602,419929,30055
서울특별시 성북구,202603,420178,30436
서울특별시 성북구,202604,419853,30333
서울특별시 성북구,202605,419588,30531
서울특별시 성북구,202606,419158,31301
서울특별시 성북구,202607,418696,32333
서울특별시 송파구,202307,652079,70318
서울특별시 송파구,202308,651654,69470
서울특별시 송파구,202309,651253,71219
서울특별시 송파구,202310,650908,69543
서울특별시 송파구,202311,650286,69152
서울특별시 송파구,202312,649646,69836
서울특별시 송파구,202401,649496,70002
서울특별시 송파구,202402,649458,69854
서울특별시 송파구,202403,649296,69571
서울특별시 송파구,202404,649019,72190
서울특별시 송파구,202405,648718,69017
서울특별시 송파구,202406,648332,70143
서울특별시 송파구,202407,647900,71802
서울특별시 송파구,202408,647357,69226
서울특별시 송파구,202409,647497,71324
서울특별시 송파구,202410,647993,70618
서울특별시 송파구,202411,647463,70351
서울특별시 송파구,202412,645637,70959
서울특별시 송파구,202501,644637,69752
서울특별시 송파구,202502,644019,69874
서울특별시 송파구,202503,643502,70512
서울특별시 송파구,202504,643033,69891
서울특별시 송파구,202505,642429,69550
서울특별시 송파구,202506,642261,70507
서울특별시 송파구,202507,641936,71052
서울특별시 송파구,202508,641653,69646
서울특별시 송파구,202509,641461,70908
서울특별시 송파구,202510,640819,70501
서울특별시 송파구,202511,639815,70904
서울특별시 송파구,202512,639205,71812
서울특별시 송파구,202601,641695,70737
서울특별시 송파구,202602,644898,70829
서울특별시 송파구,202603,645942,70447
서울특별시 송파구,202604,646319,72671
서울특별시 송파구,202605,646378,70536
서울특별시 송파구,202606,646130,70398
서울특별시 송파구,202607,645569,71105
서울특별시 양천구,202307,435575,34205
서울특별시 양천구,202308,435126,33667
서울특별시 양천구,202309,434864,33427
서울특별시 양천구,202310,434706,33881
서울특별시 양천구,202311,433865,34124
서울특별시 양천구,202312,433427,34008
서울특별시 양천구,202401,432974,33422
서울특별시 양천구,202402,432719,33821
서울특별시 양천구,202403,431973,33248
서울특별시 양천구,202404,431426,34272
서울특별시 양천구,202405,431054,34256
서울특별시 양천구,202406,430770,33613
서울특별시 양천구,202407,430451,33328
서울특별시 양천구,202408,430230,33761
서울특별시 양천구,202409,430013,32566
서울특별시 양천구,202410,429689,34139
서울특별시 양천구,202411,429136,33487
서울특별시 양천구,202412,428500,33207
서울특별시 양천구,202501,428154,33520
서울특별시 양천구,202502,427593,33270
서울특별시 양천구,202503,427026,33695
서울특별시 양천구,202504,426494,33607
서울특별시 양천구,202505,426135,33196
서울특별시 양천구,202506,425628,33615
서울특별시 양천구,202507,424966,33117
서울특별시 양천구,202508,424594,32831
서울특별시 양천구,202509,424195,32975
서울특별시 양천구,202510,423878,32787
서울특별시 양천구,202511,423402,33941
서울특별시 양천구,202512,422726,32484
서울특별시 양천구,202601,422257,32852
서울특별시 양천구,202602,422155,33235
서울특별시 양천구,202603,421364,32670
서울특별시 양천구,202604,420607,33596
서울특별시 양천구,202605,419789,32947
서울특별시 양천구,202606,418967,32377
서울특별시 양천구,202607,418298,32614
서울특별시 영등포구,202307,372897,35396
서울특별시 영등포구,202308,372444,34871
서울특별시 영등포구,202309,372513,35568
서울특별시 영등포구,202310,372307,34875
서울특별시 영등포구,202311,371910,34613
서울특별시 영등포구,202312,371824,34369
서울특별시 영등포구,202401,372039,35071
서울특별시 영등포구,202402,372039,35002
서울특별시 영등포구,202403,372237,35294
서울특별시 영등포구,202404,372179,34678
서울특별시 영등포구,202405,372202,34166
서울특별시 영등포구,202406,372124,34278
서울특별시 영등포구,202407,372061,33935
서울특별시 영등포구,202408,371845,34618
서울특별시 영등포구,202409,371758,34504
서울특별시 영등포구,202410,371294,34157
서울특별시 영등포구,202411,371127,34437
서울특별시 영등포구,202412,370720,34026
서울특별시 영등포구,202501,370295,34422
서울특별시 영등포구,202502,370088,34386
서울특별시 영등포구,202503,370092,33280
서울특별시 영등포구,202504,370038,34489
서울특별시 영등포구,202505,369941,33902
서울특별시 영등포구,202506,369929,34135
서울특별시 영등포구,202507,369771,33970
서울특별시 영등포구,202508,369630,33525
서울특별시 영등포구,202509,369362,33918
서울특별시 영등포구,202510,369028,34100
서울특별시 영등포구,202511,368649,33508
서울특별시 영등포구,202512,368367,33553
서울특별시 영등포구,202601,368295,33330
서울특별시 영등포구,202602,368150,33467
서울특별시 영등포구,202603,368299,32889
서울특별시 영등포구,202604,368598,32703
서울특별시 영등포구,202605,368925,32841
서울특별시 영등포구,202606,369038,33688
서울특별시 영등포구,202607,368847,33367
서울특별시 용산구,202307,213561,12081
서울특별시 용산구,202308,213078,12286
서울특별시 용산구,202309,212674,12199
서울특별시 용산구,202310,212040,12300
서울특별시 용산구,202311,210967,12515
서울특별시 용산구,202312,209747,12342
서울특별시 용산구,202401,208787,12463
서울특별시 용산구,202402,207862,12429
서울특별시 용산구,202403,206493,12870
서울특별시 용산구,202404,204635,12784
서울특별시 용산구,202405,203149,12762
서울특별시 용산구,202406,202749,12552
서울특별시 용산구,202407,202309,12713
서울특별시 용산구,202408,202104,12775
서울특별시 용산구,202409,201870,13019
서울특별시 용산구,202410,201409,13010
서울특별시 용산구,202411,200883,13046
서울특별시 용산구,202412,200682,13110
서울특별시 용산구,202501,200556,12962
서울특별시 용산구,202502,200399,12921
서울특별시 용산구,202503,200253,13067
서울특별시 용산구,202504,200195,12978
서울특별시 용산구,202505,200161,13522
서울특별시 용산구,202506,200020,13333
서울특별시 용산구,202507,199888,13514
서울특별시 용산구,202508,199667,13483
서울특별시 용산구,202509,199557,13792
서울특별시 용산구,202510,199437,13401
서울특별시 용산구,202511,199118,13677
서울특별시 용산구,202512,198869,13493
서울특별시 용산구,202601,198734,13791
서울특별시 용산구,202602,198480,13394
서울특별시 용산구,202603,197948,13749
서울특별시 용산구,202604,197183,13891
서울특별시 용산구,202605,196823,14154
서울특별시 용산구,202606,196667,13920
서울특별시 용산구,202607,196578,13980
서울특별시 은평구,202307,460475,17814
서울특별시 은평구,202308,462742,18146
서울특별시 은평구,202309,463851,17866
서울특별시 은평구,202310,464093,17981
서울특별시 은평구,202311,463864,18175
서울특별시 은평구,202312,463670,18179
서울특별시 은평구,202401,463381,18331
서울특별시 은평구,202402,462977,18163
서울특별시 은평구,202403,462923,18519
서울특별시 은평구,202404,462578,18715
서울특별시 은평구,202405,462164,18727
서울특별시 은평구,202406,461602,18673
서울특별시 은평구,202407,460879,18864
서울특별시 은평구,202408,460143,18793
서울특별시 은평구,202409,459397,18707
서울특별시 은평구,202410,458717,19454
서울특별시 은평구,202411,458113,19144
서울특별시 은평구,202412,457957,19312
서울특별시 은평구,202501,457785,19538
